time,wx (rad/s)
"16,482","-0,3"
"16,487","-0,3"
"16,488","-0,29"
"16,488","-0,29"
"16,494","-0,28"
"16,5","-0,27"
"16,5","-0,27"
"16,501","-0,26"
"16,502","-0,26"
"16,509","-0,25"
"16,509","-0,24"
"16,51","-0,24"
"16,51","-0,23"
"16,515","-0,22"
"16,518","-0,22"
"16,521","-0,21"
"16,522","-0,21"
"16,523","-0,2"
"16,525","-0,19"
"16,53","-0,19"
"16,532","-0,18"
"16,532","-0,17"
"16,539","-0,17"
"16,539","-0,16"
"16,542","-0,16"
"16,544","-0,15"
"16,544","-0,14"
"16,548","-0,13"
"16,55","-0,13"
"16,555","-0,12"
"16,556","-0,12"
"16,557","-0,11"
"16,561","-0,1"
"16,565","-0,09"
"16,567","-0,09"
"16,567","-0,08"
"16,571","-0,07"
"16,573","-0,07"
"16,577","-0,06"
"16,579","-0,06"
"16,579","-0,05"
"16,582","-0,04"
"16,586","-0,03"
"16,589","-0,03"
"16,591","-0,02"
"16,592","-0,02"
"16,595","-0,01"
"16,597",0
"16,603","0,01"
"16,604","0,01"
"16,604","0,02"
"16,607","0,02"
"16,61","0,03"
"16,614","0,03"
"16,616","0,04"
"16,618","0,05"
"16,628","0,06"
"16,629","0,06"
"16,63","0,07"
"16,63","0,07"
"16,631","0,08"
"16,635","0,09"
"16,64","0,1"
"16,64","0,1"
"16,641","0,11"
"16,643","0,12"
"16,645","0,12"
"16,648","0,13"
"16,65","0,13"
"16,654","0,14"
"16,656","0,15"
"16,657","0,15"
"16,66","0,16"
"16,664","0,17"
"16,666","0,17"
"16,666","0,18"
"16,67","0,18"
"16,673","0,19"
"16,675","0,19"
"16,677","0,2"
"16,688","0,21"
"16,688","0,22"
"16,689","0,22"
"16,689","0,23"
"16,692","0,24"
"16,693","0,24"
"16,697","0,25"
"16,699","0,25"
"16,699","0,26"
"16,705","0,27"
"16,706","0,27"
"16,708","0,28"
"16,712","0,28"
"16,714","0,29"
"16,714","0,3"
"16,717","0,3"
"16,721","0,31"
"16,724","0,31"
"16,726","0,32"
"16,727","0,33"
"16,73","0,33"
"16,733","0,34"
"16,736","0,35"
"16,739","0,35"
"16,741","0,36"
"16,742","0,36"
"16,745","0,37"
"16,747","0,38"
"16,75","0,38"
"16,758","0,39"
"16,759","0,39"
"16,76","0,4"
"16,761","0,4"
"16,765","0,41"
"16,766","0,42"
"16,767","0,42"
"16,771","0,43"
"16,774","0,43"
"16,774","0,44"
"16,778","0,44"
"16,78","0,45"
"16,785","0,45"
"16,787","0,46"
"16,788","0,46"
"16,79","0,47"
"16,793","0,47"
"16,797","0,48"
"16,8","0,48"
"16,8","0,49"
"16,804","0,49"
"16,805","0,5"
"16,808","0,5"
"16,811","0,5"
"16,814","0,51"
"16,817","0,51"
"16,817","0,52"
"16,82","0,52"
"16,824","0,53"
"16,826","0,53"
"16,827","0,53"
"16,83","0,54"
"16,832","0,54"
"16,836","0,55"
"16,838","0,55"
"16,841","0,55"
"16,844","0,55"
"16,844","0,56"
"16,847","0,56"
"16,85","0,56"
"16,852","0,57"
"16,855","0,57"
"16,857","0,58"
"16,862","0,58"
"16,864","0,58"
"16,864","0,59"
"16,867","0,59"
"16,87","0,59"
"16,873","0,6"
"16,875","0,6"
"16,879","0,6"
"16,882","0,6"
"16,882","0,61"
"16,899","0,61"
"16,9","0,61"
"16,9","0,62"
"16,901","0,62"
"16,901","0,62"
"16,901","0,63"
"16,901","0,63"
"16,903","0,63"
"16,907","0,64"
"16,908","0,64"
"16,912","0,64"
"16,915","0,65"
"16,915","0,65"
"16,92","0,65"
"16,921","0,66"
"16,925","0,66"
"16,927","0,66"
"16,927","0,67"
"16,93","0,67"
"16,934","0,68"
"16,936","0,68"
"16,939","0,68"
"16,943","0,68"
"16,946","0,68"
"16,947","0,69"
"16,948","0,69"
"16,951","0,7"
"16,955","0,7"
"16,958","0,7"
"16,958","0,7"
"16,961","0,71"
"16,966","0,71"
"16,969","0,71"
"16,969","0,71"
"16,971","0,72"
"16,974","0,72"
"16,978","0,72"
"16,98","0,72"
"16,98","0,73"
"16,983","0,73"
"16,986","0,73"
"16,99","0,73"
"16,992","0,73"
"16,992","0,73"
"16,996","0,73"
"16,998","0,74"
"17,001","0,74"
"17,004","0,74"
"17,007","0,74"
"17,008","0,74"
"17,01","0,74"
"17,013","0,74"
"17,015","0,74"
"17,018","0,75"
"17,022","0,75"
"17,027","0,75"
"17,028","0,75"
"17,028","0,75"
"17,03","0,75"
"17,033","0,75"
"17,04","0,75"
"17,041","0,75"
"17,042","0,75"
"17,044","0,75"
"17,045","0,75"
"17,048","0,74"
"17,051","0,74"
"17,054","0,74"
"17,055","0,74"
"17,06","0,74"
"17,062","0,74"
"17,062","0,73"
"17,066","0,74"
"17,07","0,73"
"17,074","0,73"
"17,074","0,73"
"17,077","0,73"
"17,08","0,73"
"17,08","0,73"
"17,083","0,72"
"17,086","0,72"
"17,088","0,72"
"17,092","0,72"
"17,095","0,72"
"17,095","0,71"
"17,099","0,71"
"17,1","0,71"
"17,104","0,71"
"17,107","0,71"
"17,107","0,71"
"17,11","0,7"
"17,113","0,7"
"17,116","0,7"
"17,118","0,7"
"17,122","0,7"
"17,125","0,69"
"17,125","0,69"
"17,128","0,69"
"17,131","0,69"
"17,133","0,68"
"17,136","0,68"
"17,139","0,68"
"17,142","0,68"
"17,142","0,68"
"17,146","0,68"
"17,148","0,68"
"17,15","0,67"
"17,153","0,67"
"17,157","0,66"
"17,16","0,66"
"17,16","0,66"
"17,163","0,66"
"17,166","0,66"
"17,168","0,66"
"17,174","0,66"
"17,175","0,65"
"17,175","0,65"
"17,179","0,65"
"17,181","0,64"
"17,185","0,64"
"17,189","0,64"
"17,189","0,64"
"17,19","0,64"
"17,193","0,64"
"17,195","0,63"
"17,198","0,63"
"17,201","0,63"
"17,205","0,62"
"17,207","0,62"
"17,208","0,62"
"17,21","0,62"
"17,213","0,61"
"17,216","0,61"
"17,22","0,61"
"17,222","0,6"
"17,222","0,6"
"17,227","0,6"
"17,228","0,6"
"17,232","0,59"
"17,237","0,59"
"17,238","0,59"
"17,239","0,58"
"17,241","0,58"
"17,246","0,58"
"17,249","0,57"
"17,249","0,57"
"17,252","0,56"
"17,256","0,56"
"17,257","0,55"
"17,262","0,55"
"17,262","0,55"
"17,264","0,54"
"17,267","0,54"
"17,273","0,53"
"17,276","0,53"
"17,276","0,52"
"17,277","0,52"
"17,279","0,51"
"17,282","0,51"
"17,285","0,51"
"17,285","0,5"
"17,292","0,5"
"17,293","0,49"
"17,295","0,48"
"17,297","0,48"
"17,297","0,47"
"17,301","0,47"
"17,307","0,46"
"17,308","0,45"
"17,312","0,45"
"17,313","0,44"
"17,313","0,44"
"17,318","0,43"
"17,32","0,42"
"17,322","0,42"
"17,323","0,41"
"17,326","0,41"
"17,329","0,39"
"17,333","0,39"
"17,333","0,39"
"17,338","0,38"
"17,339","0,37"
"17,343","0,37"
"17,344","0,36"
"17,344","0,35"
"17,349","0,35"
"17,351","0,34"
"17,353","0,34"
"17,356","0,33"
"17,358","0,32"
"17,362","0,32"
"17,365","0,31"
"17,365","0,3"
"17,37","0,3"
"17,37","0,3"
"17,373","0,29"
"17,376","0,28"
"17,38","0,28"
"17,382","0,27"
"17,382","0,26"
"17,386","0,26"
"17,388","0,25"
"17,391","0,24"
"17,395","0,24"
"17,398","0,23"
"17,398","0,23"
"17,401","0,22"
"17,405","0,22"
"17,408","0,21"
"17,408","0,21"
"17,411","0,2"
"17,414","0,2"
"17,417","0,19"
"17,424","0,18"
"17,424","0,18"
"17,425","0,17"
"17,426","0,16"
"17,43","0,16"
"17,433","0,15"
"17,433","0,15"
"17,44","0,14"
"17,44","0,14"
"17,444","0,14"
"17,446","0,13"
"17,447","0,12"
"17,449","0,12"
"17,451","0,11"
"17,455","0,11"
"17,458","0,1"
"17,458","0,09"
"17,461","0,09"
"17,465","0,08"
"17,468","0,08"
"17,468","0,07"
"17,473","0,07"
"17,473","0,06"
"17,477","0,06"
"17,48","0,05"
"17,48","0,04"
"17,483","0,04"
"17,486","0,03"
"17,49","0,03"
"17,494","0,02"
"17,494","0,01"
"17,497","0,01"
"17,5",0
"17,503",0
"17,505","-0,01"
"17,505","-0,01"
"17,509","-0,02"
"17,512","-0,02"
"17,517","-0,03"
"17,518","-0,04"
"17,518","-0,04"
"17,523","-0,05"
"17,526","-0,06"
"17,53","-0,06"
"17,53","-0,07"
"17,532","-0,08"
"17,535","-0,09"
"17,538","-0,09"
"17,54","-0,1"
"17,54","-0,11"
"17,545","-0,11"
"17,547","-0,12"
"17,551","-0,13"
"17,553","-0,13"
"17,554","-0,14"
"17,557","-0,14"
"17,56","-0,15"
"17,564","-0,15"
"17,567","-0,16"
"17,567","-0,17"
"17,572","-0,18"
"17,574","-0,19"
"17,576","-0,19"
"17,577","-0,2"
"17,58","-0,21"
"17,582","-0,21"
"17,586","-0,22"
"17,588","-0,23"
"17,588","-0,23"
"17,592","-0,24"
"17,595","-0,25"
"17,599","-0,25"
"17,601","-0,26"
"17,601","-0,27"
"17,605","-0,27"
"17,608","-0,28"
"17,612","-0,29"
"17,614","-0,29"
"17,614","-0,3"
"17,619","-0,31"
"17,621","-0,32"
"17,624","-0,32"
"17,624","-0,33"
"17,627","-0,33"
"17,63","-0,34"
"17,634","-0,35"
"17,635","-0,35"
"17,636","-0,36"
"17,644","-0,36"
"17,646","-0,37"
"17,647","-0,38"
"17,663","-0,38"
"17,665","-0,39"
"17,665","-0,39"
"17,666","-0,39"
"17,666","-0,41"
"17,667","-0,41"
"17,667","-0,41"
"17,669","-0,42"
"17,669","-0,42"
"17,67","-0,43"
"17,675","-0,43"
"17,676","-0,44"
"17,677","-0,44"
"17,68","-0,44"
"17,682","-0,45"
"17,686","-0,45"
"17,689","-0,46"
"17,689","-0,46"
"17,692","-0,47"
"17,696","-0,47"
"17,7","-0,47"
"17,702","-0,47"
"17,702","-0,48"
"17,705","-0,48"
"17,709","-0,49"
"17,712","-0,49"
"17,713","-0,5"
"17,715","-0,5"
"17,722","-0,5"
"17,722","-0,5"
"17,723","-0,51"
"17,725","-0,52"
"17,728","-0,52"
"17,733","-0,52"
"17,735","-0,52"
"17,735","-0,52"
"17,738","-0,52"
"17,741","-0,53"
"17,746","-0,53"
"17,746","-0,54"
"17,747","-0,54"
"17,753","-0,54"
"17,759","-0,54"
"17,766","-0,55"
"17,766","-0,55"
"17,767","-0,55"
"17,767","-0,56"
"17,767","-0,56"
"17,768","-0,57"
"17,773","-0,57"
"17,774","-0,57"
"17,774","-0,58"
"17,777","-0,58"
"17,78","-0,58"
"17,784","-0,58"
"17,787","-0,59"
"17,788","-0,59"
"17,79","-0,59"
"17,796","-0,6"
"17,796","-0,6"
"17,796","-0,6"
"17,801","-0,61"
"17,805","-0,61"
"17,808","-0,62"
"17,809","-0,62"
"17,812","-0,62"
"17,813","-0,63"
"17,817","-0,63"
"17,818","-0,64"
"17,82","-0,64"
"17,825","-0,64"
"17,827","-0,65"
"17,827","-0,65"
"17,831","-0,65"
"17,836","-0,66"
"17,838","-0,66"
"17,838","-0,67"
"17,839","-0,66"
"17,845","-0,67"
"17,847","-0,67"
"17,847","-0,68"
"17,851","-0,68"
"17,856","-0,68"
"17,856","-0,68"
"17,856","-0,69"
"17,86","-0,69"
"17,865","-0,7"
"17,866","-0,7"
"17,867","-0,7"
"17,87","-0,7"
"17,874","-0,7"
"17,877","-0,7"
"17,877","-0,71"
"17,88","-0,71"
"17,884","-0,71"
"17,886","-0,71"
"17,887","-0,71"
"17,895","-0,72"
"17,896","-0,72"
"17,896","-0,72"
"17,897","-0,72"
"17,9","-0,72"
"17,904","-0,72"
"17,912","-0,72"
"17,913","-0,72"
"17,913","-0,72"
"17,914","-0,72"
"17,914","-0,72"
"17,918","-0,72"
"17,922","-0,72"
"17,923","-0,72"
"17,923","-0,72"
"17,927","-0,72"
"17,931","-0,72"
"17,934","-0,72"
"17,934","-0,72"
"17,939","-0,72"
"17,94","-0,72"
"17,943","-0,72"
"17,946","-0,72"
"17,947","-0,71"
"17,95","-0,71"
"17,952","-0,71"
"17,956","-0,71"
"17,958","-0,71"
"17,959","-0,71"
"17,963","-0,71"
"17,967","-0,71"
"17,968","-0,71"
"17,968","-0,7"
"17,972","-0,7"
"17,975","-0,7"
"17,978","-0,7"
"17,981","-0,7"
"17,981","-0,7"
"17,984","-0,7"
"17,987","-0,69"
"17,991","-0,69"
"17,994","-0,69"
"17,995","-0,69"
"17,998","-0,68"
"18,002","-0,68"
"18,004","-0,68"
"18,005","-0,68"
"18,007","-0,68"
"18,009","-0,68"
"18,015","-0,67"
"18,017","-0,67"
"18,017","-0,67"
"18,019","-0,67"
"18,025","-0,67"
"18,026","-0,67"
"18,026","-0,66"
"18,032","-0,66"
"18,034","-0,66"
"18,045","-0,66"
"18,046","-0,66"
"18,046","-0,65"
"18,047","-0,65"
"18,047","-0,65"
"18,048","-0,65"
"18,05","-0,64"
"18,066","-0,64"
"18,068","-0,64"
"18,07","-0,64"
"18,07","-0,64"
"18,071","-0,64"
"18,072","-0,64"
"18,073","-0,63"
"18,075","-0,63"
"18,075","-0,63"
"18,08","-0,63"
"18,082","-0,63"
"18,083","-0,62"
"18,085","-0,62"
"18,088","-0,62"
"18,089","-0,62"
"18,093","-0,62"
"18,094","-0,61"
"18,097","-0,61"
"18,097","-0,61"
"18,101","-0,6"
"18,105","-0,6"
"18,107","-0,6"
"18,107","-0,6"
"18,111","-0,6"
"18,114","-0,59"
"18,118","-0,59"
"18,119","-0,59"
"18,12","-0,58"
"18,125","-0,58"
"18,127","-0,58"
"18,131","-0,57"
"18,132","-0,57"
"18,134","-0,56"
"18,136","-0,56"
"18,139","-0,56"
"18,139","-0,55"
"18,143","-0,55"
"18,15","-0,54"
"18,151","-0,54"
"18,151","-0,54"
"18,154","-0,53"
"18,157","-0,53"
"18,16","-0,52"
"18,161","-0,52"
"18,164","-0,51"
"18,168","-0,51"
"18,18","-0,51"
"18,181","-0,5"
"18,182","-0,5"
"18,183","-0,49"
"18,184","-0,49"
"18,184","-0,48"
"18,186","-0,47"
"18,191","-0,47"
"18,191","-0,46"
"18,192","-0,46"
"18,193","-0,46"
"18,196","-0,45"
"18,2","-0,44"
"18,202","-0,44"
"18,202","-0,43"
"18,205","-0,42"
"18,209","-0,42"
"18,212","-0,42"
"18,214","-0,41"
"18,214","-0,4"
"18,217","-0,4"
"18,219","-0,39"
"18,224","-0,39"
"18,227","-0,38"
"18,227","-0,37"
"18,23","-0,37"
"18,233","-0,36"
"18,239","-0,36"
"18,24","-0,35"
"18,24","-0,34"
"18,242","-0,34"
"18,247","-0,33"
"18,249","-0,33"
"18,249","-0,32"
"18,252","-0,32"
"18,255","-0,31"
"18,259","-0,31"
"18,263","-0,3"
"18,264","-0,3"
"18,267","-0,29"
"18,269","-0,28"
"18,272","-0,28"
"18,275","-0,27"
"18,276","-0,27"
"18,277","-0,26"
"18,282","-0,25"
"18,285","-0,25"
"18,285","-0,24"
"18,288","-0,24"
"18,29","-0,23"
"18,294","-0,23"
"18,297","-0,22"
"18,297","-0,22"
"18,3","-0,21"
"18,302","-0,2"
"18,306","-0,2"
"18,309","-0,19"
"18,309","-0,19"
"18,312","-0,18"
"18,315","-0,18"
"18,319","-0,17"
"18,327","-0,17"
"18,328","-0,17"
"18,329","-0,16"
"18,329","-0,15"
"18,331","-0,15"
"18,334","-0,14"
"18,334","-0,14"
"18,34","-0,13"
"18,341","-0,13"
"18,344","-0,12"
"18,347","-0,11"
"18,347","-0,11"
"18,35","-0,11"
"18,354","-0,1"
"18,356","-0,09"
"18,359","-0,09"
"18,36","-0,08"
"18,362","-0,08"
"18,366","-0,07"
"18,368","-0,07"
"18,368","-0,06"
"18,372","-0,05"
"18,375","-0,05"
"18,377","-0,04"
"18,38","-0,04"
"18,384","-0,03"
"18,387","-0,03"
"18,388","-0,02"
"18,39","-0,01"
"18,393","-0,01"
"18,396",0
"18,4",0
"18,402","0,01"
"18,403","0,01"
"18,405","0,02"
"18,408","0,03"
"18,412","0,04"
"18,416","0,04"
"18,416","0,05"
"18,418","0,05"
"18,422","0,06"
"18,425","0,07"
"18,426","0,08"
"18,429","0,08"
"18,433","0,09"
"18,435","0,1"
"18,435","0,1"
"18,439","0,11"
"18,442","0,12"
"18,445","0,12"
"18,445","0,13"
"18,449","0,13"
"18,452","0,14"
"18,465","0,15"
"18,467","0,16"
"18,467","0,16"
"18,468","0,17"
"18,47","0,17"
"18,47","0,18"
"18,478","0,19"
"18,478","0,19"
"18,479","0,2"
"18,479","0,21"
"18,479","0,21"
"18,482","0,22"
"18,484","0,22"
"18,484","0,23"
"18,489","0,24"
"18,49","0,24"
"18,492","0,25"
"18,496","0,26"
"18,499","0,26"
"18,499","0,27"
"18,506","0,27"
"18,508","0,28"
"18,509","0,28"
"18,51","0,29"
"18,513","0,29"
"18,517","0,3"
"18,522","0,31"
"18,524","0,31"
"18,524","0,32"
"18,527","0,32"
"18,529","0,33"
"18,53","0,33"
"18,532","0,34"
"18,535","0,34"
"18,538","0,35"
"18,541","0,35"
"18,543","0,36"
"18,544","0,36"
"18,546","0,37"
"18,549","0,37"
"18,554","0,38"
"18,557","0,38"
"18,559","0,39"
"18,56","0,39"
"18,563","0,39"
"18,566","0,4"
"18,57","0,4"
"18,571","0,41"
"18,573","0,41"
"18,577","0,42"
"18,581","0,42"
"18,581","0,42"
"18,583","0,43"
"18,595","0,43"
"18,597","0,44"
"18,597","0,44"
"18,598","0,45"
"18,599","0,45"
"18,599","0,45"
"18,599","0,46"
"18,604","0,47"
"18,606","0,47"
"18,609","0,47"
"18,609","0,48"
"18,614","0,48"
"18,614","0,49"
"18,619","0,49"
"18,621","0,5"
"18,626","0,5"
"18,627","0,5"
"18,629","0,51"
"18,631","0,51"
"18,635","0,52"
"18,636","0,52"
"18,636","0,52"
"18,642","0,53"
"18,644","0,53"
"18,647","0,53"
"18,648","0,54"
"18,651","0,54"
"18,655","0,55"
"18,657","0,55"
"18,658","0,55"
"18,66","0,56"
"18,666","0,56"
"18,667","0,56"
"18,667","0,57"
"18,672","0,57"
"18,673","0,58"
"18,678","0,58"
"18,681","0,59"
"18,681","0,59"
"18,684","0,59"
"18,688","0,59"
"18,69","0,59"
"18,69","0,6"
"18,693","0,6"
"18,698","0,6"
"18,701","0,61"
"18,701","0,62"
"18,703","0,62"
"18,708","0,62"
"18,711","0,62"
"18,712","0,62"
"18,713","0,63"
"18,729","0,63"
"18,731","0,63"
"18,732","0,63"
"18,732","0,64"
"18,733","0,64"
"18,733","0,64"
"18,734","0,64"
"18,751","0,64"
"18,753","0,65"
"18,754","0,65"
"18,755","0,65"
"18,756","0,65"
"18,757","0,65"
"18,757","0,66"
"18,758","0,66"
"18,758","0,66"
"18,759","0,66"
"18,76","0,66"
"18,76","0,66"
"18,763","0,66"
"18,767","0,67"
"18,77","0,67"
"18,772","0,67"
"18,773","0,67"
"18,775","0,67"
"18,779","0,67"
"18,783","0,67"
"18,783","0,68"
"18,786","0,68"
"18,791","0,68"
"18,792","0,68"
"18,795","0,68"
"18,795","0,68"
"18,8","0,68"
"18,8","0,68"
"18,805","0,68"
"18,807","0,68"
"18,808","0,68"
"18,811","0,68"
"18,813","0,68"
"18,818","0,69"
"18,821","0,68"
"18,822","0,68"
"18,823","0,68"
"18,827","0,68"
"18,83","0,69"
"18,831","0,69"
"18,833","0,69"
"18,835","0,69"
"18,841","0,68"
"18,842","0,68"
"18,842","0,68"
"18,845","0,68"
"18,851","0,68"
"18,852","0,68"
"18,852","0,68"
"18,857","0,68"
"18,859","0,68"
"18,866","0,68"
"18,866","0,68"
"18,867","0,68"
"18,869","0,68"
"18,875","0,68"
"18,876","0,68"
"18,877","0,68"
"18,879","0,68"
"18,883","0,68"
"18,885","0,67"
"18,885","0,67"
"18,887","0,67"
"18,89","0,67"
"18,896","0,67"
"18,898","0,67"
"18,898","0,67"
"18,902","0,67"
"18,907","0,66"
"18,908","0,66"
"18,909","0,67"
"18,911","0,66"
"18,916","0,66"
"18,918","0,66"
"18,919","0,66"
"18,924","0,66"
"18,925","0,65"
"18,927","0,65"
"18,928","0,65"
"18,932","0,65"
"18,939","0,64"
"18,941","0,64"
"18,942","0,64"
"18,942","0,64"
"18,946","0,64"
"18,948","0,64"
"18,949","0,63"
"18,952","0,63"
"18,956","0,63"
"18,957","0,63"
"18,958","0,62"
"18,962","0,62"
"18,965","0,62"
"18,968","0,62"
"18,968","0,62"
"18,971","0,61"
"18,973","0,61"
"18,977","0,61"
"18,98","0,6"
"18,981","0,6"
"18,983","0,6"
"18,987","0,59"
"18,99","0,59"
"18,99","0,59"
"18,993","0,59"
"18,995","0,58"
19,"0,58"
"19,002","0,58"
"19,003","0,57"
"19,014","0,57"
"19,015","0,56"
"19,016","0,57"
"19,017","0,57"
"19,018","0,56"
"19,028","0,55"
"19,029","0,55"
"19,029","0,55"
"19,03","0,54"
"19,032","0,54"
"19,033","0,53"
"19,033","0,53"
"19,036","0,53"
"19,04","0,53"
"19,042","0,52"
"19,043","0,52"
"19,046","0,51"
"19,048","0,5"
"19,052","0,5"
"19,056","0,5"
"19,058","0,5"
"19,059","0,49"
"19,062","0,48"
"19,065","0,48"
"19,066","0,48"
"19,072","0,47"
"19,073","0,47"
"19,075","0,46"
"19,078","0,46"
"19,079","0,45"
"19,081","0,45"
"19,086","0,45"
"19,09","0,44"
"19,092","0,43"
"19,093","0,43"
"19,096","0,43"
"19,099","0,42"
"19,099","0,41"
"19,101","0,41"
"19,105","0,4"
"19,109","0,4"
"19,109","0,39"
"19,112","0,39"
"19,115","0,39"
"19,118","0,38"
"19,119","0,37"
"19,128","0,37"
"19,129","0,37"
"19,13","0,36"
"19,13","0,36"
"19,146","0,35"
"19,148","0,35"
"19,148","0,34"
"19,149","0,34"
"19,149","0,33"
"19,149","0,33"
"19,149","0,32"
"19,15","0,31"
"19,151","0,31"
"19,155","0,3"
"19,156","0,3"
"19,16","0,29"
"19,161","0,29"
"19,164","0,28"
"19,168","0,28"
"19,171","0,27"
"19,171","0,27"
"19,174","0,26"
"19,176","0,25"
"19,182","0,25"
"19,183","0,24"
"19,183","0,24"
"19,186","0,23"
"19,191","0,23"
"19,193","0,22"
"19,193","0,22"
"19,197","0,21"
"19,202","0,2"
"19,204","0,2"
"19,205","0,19"
"19,207","0,19"
"19,211","0,18"
"19,213","0,18"
"19,213","0,17"
"19,216","0,17"
"19,221","0,16"
"19,225","0,16"
"19,225","0,15"
"19,227","0,14"
"19,231","0,14"
"19,233","0,14"
"19,234","0,13"
"19,236","0,12"
"19,239","0,12"
"19,243","0,11"
"19,246","0,1"
"19,247","0,1"
"19,248","0,09"
"19,26","0,09"
"19,26","0,08"
"19,261","0,07"
"19,262","0,07"
"19,262","0,06"
"19,278","0,06"
"19,279","0,05"
"19,279","0,04"
"19,28","0,04"
"19,28","0,04"
"19,281","0,03"
"19,282","0,02"
"19,282","0,02"
"19,283","0,01"
"19,288","0,01"
"19,29",0
"19,292","-0,01"
"19,295","-0,01"
"19,296","-0,02"
"19,298","-0,02"
"19,302","-0,03"
"19,305","-0,04"
"19,307","-0,04"
"19,308","-0,05"
"19,31","-0,06"
"19,314","-0,06"
"19,317","-0,07"
"19,321","-0,07"
"19,323","-0,08"
"19,323","-0,09"
"19,328","-0,09"
"19,331","-0,09"
"19,332","-0,1"
"19,333","-0,11"
"19,338","-0,12"
"19,34","-0,12"
"19,341","-0,13"
"19,343","-0,13"
"19,348","-0,14"
"19,35","-0,14"
"19,35","-0,15"
"19,354","-0,16"
"19,358","-0,16"
"19,36","-0,17"
"19,364","-0,17"
"19,364","-0,18"
"19,369","-0,18"
"19,369","-0,19"
"19,373","-0,2"
"19,377","-0,2"
"19,377","-0,21"
"19,38","-0,21"
"19,384","-0,22"
"19,386","-0,23"
"19,386","-0,23"
"19,392","-0,24"
"19,398","-0,24"
"19,398","-0,25"
"19,398","-0,26"
"19,4","-0,26"
"19,403","-0,27"
"19,405","-0,27"
"19,406","-0,28"
"19,408","-0,28"
"19,411","-0,29"
"19,415","-0,29"
"19,416","-0,3"
"19,417","-0,31"
"19,421","-0,31"
"19,424","-0,31"
"19,427","-0,32"
"19,429","-0,32"
"19,429","-0,33"
"19,434","-0,33"
"19,436","-0,34"
"19,442","-0,34"
"19,443","-0,35"
"19,444","-0,35"
"19,447","-0,36"
"19,452","-0,37"
"19,453","-0,37"
"19,453","-0,37"
"19,457","-0,38"
"19,461","-0,38"
"19,463","-0,39"
"19,463","-0,39"
"19,467","-0,4"
"19,469","-0,4"
"19,473","-0,41"
"19,476","-0,41"
"19,476","-0,41"
"19,479","-0,42"
"19,484","-0,42"
"19,486","-0,43"
"19,491","-0,43"
"19,492","-0,43"
"19,494","-0,44"
"19,498","-0,44"
"19,498","-0,45"
"19,499","-0,45"
"19,504","-0,46"
"19,507","-0,46"
"19,508","-0,46"
"19,508","-0,47"
"19,512","-0,47"
"19,516","-0,47"
"19,516","-0,48"
"19,518","-0,48"
"19,523","-0,49"
"19,526","-0,5"
"19,53","-0,5"
"19,531","-0,5"
"19,532","-0,5"
"19,535","-0,51"
"19,537","-0,51"
"19,538","-0,51"
"19,541","-0,52"
"19,544","-0,52"
"19,55","-0,52"
"19,552","-0,53"
"19,552","-0,53"
"19,555","-0,54"
"19,558","-0,54"
"19,561","-0,54"
"19,561","-0,55"
"19,565","-0,55"
"19,57","-0,56"
"19,57","-0,56"
"19,57","-0,56"
"19,575","-0,56"
"19,579","-0,57"
"19,581","-0,57"
"19,581","-0,58"
"19,585","-0,58"
"19,588","-0,58"
"19,592","-0,58"
"19,592","-0,59"
"19,593","-0,59"
"19,6","-0,59"
"19,601","-0,6"
"19,601","-0,6"
"19,605","-0,6"
"19,609","-0,6"
"19,611","-0,6"
"19,612","-0,61"
"19,615","-0,61"
"19,622","-0,61"
"19,623","-0,62"
"19,623","-0,61"
"19,625","-0,61"
"19,629","-0,62"
"19,631","-0,63"
"19,632","-0,63"
"19,634","-0,63"
"19,646","-0,63"
"19,647","-0,63"
"19,647","-0,63"
"19,648","-0,63"
"19,655","-0,63"
"19,656","-0,64"
"19,657","-0,64"
"19,657","-0,64"
"19,658","-0,65"
"19,661","-0,64"
"19,662","-0,64"
"19,664","-0,65"
"19,668","-0,65"
"19,674","-0,65"
"19,675","-0,65"
"19,676","-0,65"
"19,678","-0,65"
"19,682","-0,65"
"19,683","-0,65"
"19,684","-0,65"
"19,688","-0,65"
"19,69","-0,66"
"19,691","-0,66"
"19,694","-0,66"
"19,697","-0,66"
"19,702","-0,66"
"19,705","-0,66"
"19,705","-0,66"
"19,707","-0,66"
"19,713","-0,66"
"19,714","-0,66"
"19,714","-0,66"
"19,718","-0,66"
"19,724","-0,66"
"19,724","-0,66"
"19,725","-0,66"
"19,728","-0,66"
"19,732","-0,66"
"19,733","-0,66"
"19,733","-0,66"
"19,736","-0,66"
"19,739","-0,66"
"19,743","-0,66"
"19,747","-0,66"
"19,747","-0,66"
"19,749","-0,66"
"19,754","-0,66"
"19,756","-0,66"
"19,759","-0,66"
"19,759","-0,66"
"19,761","-0,65"
"19,765","-0,65"
"19,769","-0,66"
"19,772","-0,65"
"19,773","-0,65"
"19,773","-0,65"
"19,776","-0,65"
"19,78","-0,65"
"19,783","-0,65"
"19,798","-0,65"
"19,799","-0,65"
"19,8","-0,65"
"19,801","-0,65"
"19,802","-0,64"
"19,802","-0,64"
"19,803","-0,64"
"19,803","-0,64"
"19,825","-0,64"
"19,827","-0,64"
"19,828","-0,63"
"19,828","-0,63"
"19,829","-0,63"
"19,829","-0,63"
"19,83","-0,63"
"19,83","-0,63"
"19,83","-0,63"
"19,831","-0,62"
"19,831","-0,62"
